form	wsafter	testid	anas	lemma	xpostag
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
Hortobágyról	""	.	[{"lemma": "Hortobágy", "tag": "[/N][Del]", "morphana": "Hortobágy[/N]=Hortobágy+ról[Del]=ról", "readable": "Hortobágy[/N] + ról[Del]", "twolevel": "H:H o:o r:r t:t o:o b:b á:á g:g y:y :[/N] r:r ó:ó l:l :[Del]"}]	Hortobágy	[/N][Del]
.	" "	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

Mikor	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Temp]", "morphana": "ami[/N|Pro|Rel]=mi+kor[Temp]=kor", "readable": "ami[/N|Pro|Rel]=mi + kor[Temp]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] k:k o:o r:r :[Temp]"}, {"lemma": "amikor", "tag": "[/Adv|Pro|Rel]", "morphana": "amikor[/Adv|Pro|Rel]=mikor", "readable": "amikor[/Adv|Pro|Rel]=mikor", "twolevel": "m:a i:m k:i o:k r:o :r :[/Adv|Pro|Rel]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Temp]", "morphana": "mi[/Adj|Pro|Int]=mi+kor[Temp]=kor", "readable": "mi[/Adj|Pro|Int] + kor[Temp]", "twolevel": "m:m i:i :[/Adj|Pro|Int] k:k o:o r:r :[Temp]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Temp]", "morphana": "mi[/N|Pro|Int]=mi+kor[Temp]=kor", "readable": "mi[/N|Pro|Int] + kor[Temp]", "twolevel": "m:m i:i :[/N|Pro|Int] k:k o:o r:r :[Temp]"}, {"lemma": "mikor", "tag": "[/Adv|Pro|Int]", "morphana": "mikor[/Adv|Pro|Int]=mikor", "readable": "mikor[/Adv|Pro|Int]", "twolevel": "m:m i:i k:k o:o r:r :[/Adv|Pro|Int]"}]	mikor	[/Adv|Pro|Int]
pedig	" "	.	[{"lemma": "pedig", "tag": "[/Cnj]", "morphana": "pedig[/Cnj]=pedig", "readable": "pedig[/Cnj]", "twolevel": "p:p e:e d:d i:i g:g :[/Cnj]"}]	pedig	[/Cnj]
rá	" "	p69	[{"lemma": "ő", "tag": "[/N|Pro][Subl][3Sg]", "morphana": "ő[/N|Pro]=+rá[Subl]=rá+[3Sg]=", "readable": "ő[/N|Pro]= + rá[Subl] + [3Sg]", "twolevel": ":ő :[/N|Pro] r:r á:á :[Subl] :[ :3 :S :g :]"}, {"lemma": "rá", "tag": "[/Prev]", "morphana": "rá[/Prev]=rá", "readable": "rá[/Prev]", "twolevel": "r:r á:á :[/Prev]"}]	rá	[/Prev]
kellett	" "	.	[{"lemma": "kell", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "kell[/V]=kell+ett[Pst.NDef.3Sg]=ett", "readable": "kell[/V] + ett[Pst.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] e:e t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "kellett", "tag": "[/Adj][Nom]", "morphana": "kell[/V]=kell+ett[_PerfPtcp/Adj]=ett+[Nom]=", "readable": "kell[/V] + ett[_PerfPtcp/Adj] + [Nom]", "twolevel": "k:k e:e l:l l:l :[/V] e:e t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	kell	[/V][Pst.NDef.3Sg]
jönniük	" "	v69	[{"lemma": "jön", "tag": "[/V][Inf.3Pl]", "morphana": "jön[/V]=jön+niük[Inf.3Pl]=niük", "readable": "jön[/V] + niük[Inf.3Pl]", "twolevel": "j:j ö:ö n:n :[/V] n:n i:i ü:ü k:k :[Inf.3Pl]"}]	jön	[/V][Inf.3Pl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
káprázik	" "	.	[{"lemma": "káprázik", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "káprázik[/V]=kápráz+ik[Prs.NDef.3Sg]=ik", "readable": "káprázik[/V]=kápráz + ik[Prs.NDef.3Sg]", "twolevel": "k:k á:á p:p r:r á:á z:z :i :k :[/V] i:i k:k :[Prs.NDef.3Sg]"}]	káprázik	[/V][Prs.NDef.3Sg]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
szemük	""	.	[{"lemma": "szem", "tag": "[/N][Poss.3Pl][Nom]", "morphana": "szem[/N]=szem+ük[Poss.3Pl]=ük+[Nom]=", "readable": "szem[/N] + ük[Poss.3Pl] + [Nom]", "twolevel": "s:s z:z e:e m:m :[/N] ü:ü k:k :[Poss.3Pl] :[Nom]"}]	szem	[/N][Poss.3Pl][Nom]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
lóhalálában	" "	.	[{"lemma": "lóhalál", "tag": "[/N][Poss.3Sg][Ine]", "morphana": "ló[/N]=ló+halál[/N]=halál+a[Poss.3Sg]=á+ban[Ine]=ban", "readable": "ló[/N] + halál[/N] + a[Poss.3Sg]=á + ban[Ine]", "twolevel": "l:l ó:ó :[/N] h:h a:a l:l á:á l:l :[/N] á:a :[Poss.3Sg] b:b a:a n:n :[Ine]"}, {"lemma": "lóhalálában", "tag": "[/Adv]", "morphana": "lóhalálában[/Adv]=lóhalálában", "readable": "lóhalálában[/Adv]", "twolevel": "l:l ó:ó h:h a:a l:l á:á l:l á:á b:b a:a n:n :[/Adv]"}]	lóhalálában	[/Adv]
elhagyták	" "	.	[{"lemma": "elhagyta", "tag": "[/Adj][Pl][Nom]", "morphana": "el[/Prev]=el+hagy[/V]=hagy+ta[_PerfPtcp_Subj=tA/Adj]=tá+k[Pl]=k+[Nom]=", "readable": "el[/Prev] + hagy[/V] + ta[_PerfPtcp_Subj=tA/Adj]=tá + k[Pl] + [Nom]", "twolevel": "e:e l:l :[/Prev] h:h a:a g:g y:y :[/V] t:t á:a :[_PerfPtcp_Subj=tA/Adj] k:k :[Pl] :[Nom]"}, {"lemma": "elhagy", "tag": "[/V][Pst.Def.3Pl]", "morphana": "el[/Prev]=el+hagy[/V]=hagy+ták[Pst.Def.3Pl]=ták", "readable": "el[/Prev] + hagy[/V] + ták[Pst.Def.3Pl]", "twolevel": "e:e l:l :[/Prev] h:h a:a g:g y:y :[/V] t:t á:á k:k :[Pst.Def.3Pl]"}]	elhagy	[/V][Pst.Def.3Pl]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
fürdőt	""	.	[{"lemma": "fürdő", "tag": "[/Adj][Acc]", "morphana": "fürdik[/V]=fürd+ő[_ImpfPtcp/Adj]=ő+t[Acc]=t", "readable": "fürdik[/V]=fürd + ő[_ImpfPtcp/Adj] + t[Acc]", "twolevel": "f:f ü:ü r:r d:d :i :k :[/V] ő:ő :[_ImpfPtcp/Adj] t:t :[Acc]"}, {"lemma": "fürdő", "tag": "[/N][Acc]", "morphana": "fürdő[/N]=fürdő+t[Acc]=t", "readable": "fürdő[/N] + t[Acc]", "twolevel": "f:f ü:ü r:r d:d ő:ő :[/N] t:t :[Acc]"}]	fürdő	[/N][Acc]
.	"\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

Hol	" "	.	[{"lemma": "ahol", "tag": "[/Adv|Pro|Rel]", "morphana": "ahol[/Adv|Pro|Rel]=hol", "readable": "ahol[/Adv|Pro|Rel]=hol", "twolevel": "h:a o:h l:o :l :[/Adv|Pro|Rel]"}, {"lemma": "hol", "tag": "[/Adv|Pro|Int]", "morphana": "hol[/Adv|Pro|Int]=hol", "readable": "hol[/Adv|Pro|Int]", "twolevel": "h:h o:o l:l :[/Adv|Pro|Int]"}, {"lemma": "hol", "tag": "[/Cnj]", "morphana": "hol[/Cnj]=hol", "readable": "hol[/Cnj]", "twolevel": "h:h o:o l:l :[/Cnj]"}]	hol	[/Adv|Pro|Int]
elöl	""	.	[{"lemma": "elöl", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "el[/Prev]=el+öl[/V]=öl+[Prs.NDef.3Sg]=", "readable": "el[/Prev] + öl[/V] + [Prs.NDef.3Sg]", "twolevel": "e:e l:l :[/Prev] ö:ö l:l :[/V] :[Prs.NDef.3Sg]"}, {"lemma": "elöl", "tag": "[/Adv]", "morphana": "elöl[/Adv]=elöl", "readable": "elöl[/Adv]", "twolevel": "e:e l:l ö:ö l:l :[/Adv]"}]	elöl	[/Adv]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hol	" "	.	[{"lemma": "ahol", "tag": "[/Adv|Pro|Rel]", "morphana": "ahol[/Adv|Pro|Rel]=hol", "readable": "ahol[/Adv|Pro|Rel]=hol", "twolevel": "h:a o:h l:o :l :[/Adv|Pro|Rel]"}, {"lemma": "hol", "tag": "[/Adv|Pro|Int]", "morphana": "hol[/Adv|Pro|Int]=hol", "readable": "hol[/Adv|Pro|Int]", "twolevel": "h:h o:o l:l :[/Adv|Pro|Int]"}, {"lemma": "hol", "tag": "[/Cnj]", "morphana": "hol[/Cnj]=hol", "readable": "hol[/Cnj]", "twolevel": "h:h o:o l:l :[/Cnj]"}]	hol	[/Cnj]
hátul	" "	.	[{"lemma": "hát", "tag": "[/N][Ess]", "morphana": "hát[/N]=hát+ul[Ess]=ul", "readable": "hát[/N] + ul[Ess]", "twolevel": "h:h á:á t:t :[/N] u:u l:l :[Ess]"}, {"lemma": "hátul", "tag": "[/Adv]", "morphana": "hátul[/Adv]=hátul", "readable": "hátul[/Adv]", "twolevel": "h:h á:á t:t u:u l:l :[/Adv]"}]	hátul	[/Adv]
ültek	" "	.	[{"lemma": "ült", "tag": "[/Adj][Pl][Nom]", "morphana": "ül[/V]=ül+t[_PerfPtcp/Adj]=t+ek[Pl]=ek+[Nom]=", "readable": "ül[/V] + t[_PerfPtcp/Adj] + ek[Pl] + [Nom]", "twolevel": "ü:ü l:l :[/V] t:t :[_PerfPtcp/Adj] e:e k:k :[Pl] :[Nom]"}, {"lemma": "ül", "tag": "[/V][Pst.NDef.3Pl]", "morphana": "ül[/V]=ül+tek[Pst.NDef.3Pl]=tek", "readable": "ül[/V] + tek[Pst.NDef.3Pl]", "twolevel": "ü:ü l:l :[/V] t:t e:e k:k :[Pst.NDef.3Pl]"}]	ül	[/V][Pst.NDef.3Pl]
egyre	" "	.	[{"lemma": "egy", "tag": "[/Num][Subl]", "morphana": "egy[/Num]=egy+re[Subl]=re", "readable": "egy[/Num] + re[Subl]", "twolevel": "e:e g:g y:y :[/Num] r:r e:e :[Subl]"}, {"lemma": "egy", "tag": "[/N|Pro][Subl]", "morphana": "egy[/N|Pro]=egy+re[Subl]=re", "readable": "egy[/N|Pro] + re[Subl]", "twolevel": "e:e g:g y:y :[/N|Pro] r:r e:e :[Subl]"}, {"lemma": "egyre", "tag": "[/Adv]", "morphana": "egyre[/Adv]=egyre", "readable": "egyre[/Adv]", "twolevel": "e:e g:g y:y r:r e:e :[/Adv]"}]	egyre	[/Adv]
többen	""	.	[{"lemma": "sok", "tag": "[/Num][_Comp/Num][Ine]", "morphana": "sok[/Num]=tö+bb[_Comp/Num]=bb+en[Ine]=en", "readable": "sok[/Num]=tö + bb[_Comp/Num] + en[Ine]", "twolevel": "t:s ö:o :k :[/Num] b:b b:b :[_Comp/Num] e:e n:n :[Ine]"}, {"lemma": "sok", "tag": "[/Num][_Comp/Num][_Aggreg/Adv]", "morphana": "sok[/Num]=tö+bb[_Comp/Num]=bb+en[_Aggreg/Adv]=en", "readable": "sok[/Num]=tö + bb[_Comp/Num] + en[_Aggreg/Adv]", "twolevel": "t:s ö:o :k :[/Num] b:b b:b :[_Comp/Num] e:e n:n :[_Aggreg/Adv]"}, {"lemma": "sok", "tag": "[/Num][_Comp/Num][_Manner/Adv]", "morphana": "sok[/Num]=tö+bb[_Comp/Num]=bb+en[_Manner/Adv]=en", "readable": "sok[/Num]=tö + bb[_Comp/Num] + en[_Manner/Adv]", "twolevel": "t:s ö:o :k :[/Num] b:b b:b :[_Comp/Num] e:e n:n :[_Manner/Adv]"}]	sok	[/Num][_Comp/Num][_Manner/Adv]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
s	" "	.	[{"lemma": "s", "tag": "[/Cnj]", "morphana": "s[/Cnj]=s", "readable": "s[/Cnj]", "twolevel": "s:s :[/Cnj]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Ltr]=s+[Nom]=", "readable": "s[/N|Ltr] + [Nom]", "twolevel": "s:s :[/N|Ltr] :[Nom]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Unit|Abbr]=s+[Nom]=", "readable": "s[/N|Unit|Abbr] + [Nom]", "twolevel": "s:s :[/N|Unit|Abbr] :[Nom]"}]	s	[/Cnj]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
hó	" "	.	[{"lemma": "hó", "tag": "[/N][Nom]", "morphana": "hó[/N]=hó+[Nom]=", "readable": "hó[/N] + [Nom]", "twolevel": "h:h ó:ó :[/N] :[Nom]"}]	hó	[/N][Nom]
nőtt	" "	.	[{"lemma": "nő", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "nő[/V]=nő+tt[Pst.NDef.3Sg]=tt", "readable": "nő[/V] + tt[Pst.NDef.3Sg]", "twolevel": "n:n ő:ő :[/V] t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "nőtt", "tag": "[/Adj][Nom]", "morphana": "nő[/V]=nő+tt[_PerfPtcp/Adj]=tt+[Nom]=", "readable": "nő[/V] + tt[_PerfPtcp/Adj] + [Nom]", "twolevel": "n:n ő:ő :[/V] t:t t:t :[_PerfPtcp/Adj] :[Nom]"}]	nő	[/V][Pst.NDef.3Sg]
akkorára	""	.	[{"lemma": "akkora", "tag": "[/Adj|Pro][Subl]", "morphana": "akkora[/Adj|Pro]=akkorá+ra[Subl]=ra", "readable": "akkora[/Adj|Pro]=akkorá + ra[Subl]", "twolevel": "a:a k:k k:k o:o r:r á:a :[/Adj|Pro] r:r a:a :[Subl]"}, {"lemma": "akkorára", "tag": "[/Adv|Pro]", "morphana": "akkorára[/Adv|Pro]=akkorára", "readable": "akkorára[/Adv|Pro]", "twolevel": "a:a k:k k:k o:o r:r á:á r:r a:a :[/Adv|Pro]"}]	akkora	[/Adj|Pro][Subl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]
ha	" "	.	[{"lemma": "ha", "tag": "[/Cnj]", "morphana": "ha[/Cnj]=ha", "readable": "ha[/Cnj]", "twolevel": "h:h a:a :[/Cnj]"}, {"lemma": "ha", "tag": "[/Inj-Utt]", "morphana": "ha[/Inj-Utt]=ha", "readable": "ha[/Inj-Utt]", "twolevel": "h:h a:a :[/Inj-Utt]"}, {"lemma": "ha", "tag": "[/N][Nom]", "morphana": "ha[/N|Unit|Abbr]=ha+[Nom]=", "readable": "ha[/N|Unit|Abbr] + [Nom]", "twolevel": "h:h a:a :[/N|Unit|Abbr] :[Nom]"}]	ha	[/Cnj]
meg	" "	p70	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]	meg	[/Prev]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
lett	" "	.	[{"lemma": "lesz", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "lesz[/V]=le+tt[Pst.NDef.3Sg]=tt", "readable": "lesz[/V]=le + tt[Pst.NDef.3Sg]", "twolevel": "l:l e:e :s :z :[/V] t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "lett", "tag": "[/Adj][Nom]", "morphana": "lesz[/V]=le+tt[_PerfPtcp/Adj]=tt+[Nom]=", "readable": "lesz[/V]=le + tt[_PerfPtcp/Adj] + [Nom]", "twolevel": "l:l e:e :s :z :[/V] t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "lett", "tag": "[/Adj][Nom]", "morphana": "lett[/Adj|nat]=lett+[Nom]=", "readable": "lett[/Adj|nat] + [Nom]", "twolevel": "l:l e:e t:t t:t :[/Adj|nat] :[Nom]"}]	lesz	[/V][Pst.NDef.3Sg]
volna	" "	.	[{"lemma": "van", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "van[/V]=vol+na[Cond.NDef.3Sg]=na", "readable": "van[/V]=vol + na[Cond.NDef.3Sg]", "twolevel": "v:v o:a l:n :[/V] n:n a:a :[Cond.NDef.3Sg]"}, {"lemma": "volna", "tag": "[/V]", "morphana": "volna[/V]=volna", "readable": "volna[/V]", "twolevel": "v:v o:o l:l n:n a:a :[/V]"}]	volna	[/V]
fagyva	" "	v70	[{"lemma": "fagy", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "fagy[/V]=fagy+va[_AdvPtcp/Adv]=va", "readable": "fagy[/V] + va[_AdvPtcp/Adv]", "twolevel": "f:f a:a g:g y:y :[/V] v:v a:a :[_AdvPtcp/Adv]"}]	fagy	[/V][_AdvPtcp/Adv]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
ki	" "	p71	[{"lemma": "aki", "tag": "[/N|Pro|Rel][Nom]", "morphana": "aki[/N|Pro|Rel]=ki+[Nom]=", "readable": "aki[/N|Pro|Rel]=ki + [Nom]", "twolevel": "k:a i:k :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro][Nom]", "morphana": "ki[/N|Pro]=ki+[Nom]=", "readable": "ki[/N|Pro] + [Nom]", "twolevel": "k:k i:i :[/N|Pro] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro|Int][Nom]", "morphana": "ki[/N|Pro|Int]=ki+[Nom]=", "readable": "ki[/N|Pro|Int] + [Nom]", "twolevel": "k:k i:i :[/N|Pro|Int] :[Nom]"}, {"lemma": "ki", "tag": "[/Prev]", "morphana": "ki[/Prev]=ki", "readable": "ki[/Prev]", "twolevel": "k:k i:i :[/Prev]"}]	ki	[/Prev]
sem	" "	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Adv]
látszik	" "	v71	[{"lemma": "látszik", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "látszik[/V]=látsz+ik[Prs.NDef.3Sg]=ik", "readable": "látszik[/V]=látsz + ik[Prs.NDef.3Sg]", "twolevel": "l:l á:á t:t s:s z:z :i :k :[/V] i:i k:k :[Prs.NDef.3Sg]"}]	látszik	[/V][Prs.NDef.3Sg]
belőle	" "	.	[{"lemma": "ő", "tag": "[/N|Pro][Ela][3Sg]", "morphana": "ő[/N|Pro]=+belőle[Ela]=belől+e[3Sg]=e", "readable": "ő[/N|Pro]= + belőle[Ela]=belől + e[3Sg]", "twolevel": ":ő :[/N|Pro] b:b e:e l:l ő:ő l:l :e :[Ela] e:e :[ :3 :S :g :]"}]	ő	[/N|Pro][Ela][3Sg]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
ember	""	.	[{"lemma": "ember", "tag": "[/N][Nom]", "morphana": "ember[/N]=ember+[Nom]=", "readable": "ember[/N] + [Nom]", "twolevel": "e:e m:m b:b e:e r:r :[/N] :[Nom]"}]	ember	[/N][Nom]
.	"\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]
Az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
Écel	" "	.	[]	Écel	[/N][Nom]
emberei	" "	.	[{"lemma": "ember", "tag": "[/N][Pl.Poss.3Sg][Nom]", "morphana": "ember[/N]=ember+ei[Pl.Poss.3Sg]=ei+[Nom]=", "readable": "ember[/N] + ei[Pl.Poss.3Sg] + [Nom]", "twolevel": "e:e m:m b:b e:e r:r :[/N] e:e i:i :[Pl.Poss.3Sg] :[Nom]"}]	ember	[/N][Pl.Poss.3Sg][Nom]
