form	wsafter	testid
ő	" "	.
fejükben	" "	.
a	" "	.
látszólagos	" "	.
semlegesség	" "	.
eltolódott	" "	.
volna	" "	.
a	" "	.
pátosz	""	.
,	" "	.
az	" "	.
elfogódottság	" "	.
felé	""	.
.	" "	.

El	" "	p1
lehet	" "	.
képzelni	" "	v1
,	" "	.
hogy	" "	.
imádhatja	" "	.
egymást	" "	.
a	" "	.
két	" "	.
vázolt	" "	.
típus	""	.
.	"\n"	.

Akkor	" "	.
meg	" "	p1
kell	" "	.
őket	" "	.
szólitani	" "	v1
,	" "	.
és	" "	.
nem	" "	.
maszatolni	""	.
,	" "	.
hogy	" "	.
vannak	" "	.
(	""	.
úgy	" "	.
általában	""	.
)	""	.
.	"\n"	.

Ha	" "	.
kérdőre	" "	.
vonnának	""	.
,	" "	.
azzal	" "	.
a	" "	.
naiv	" "	.
mesével	" "	.
állnék	" "	.
elő	""	.
,	" "	.
fel	" "	p1
nem	" "	.
tételezem	" "	v1
az	" "	.
országos	" "	.
rendőrközpontról	""	.
,	" "	.
hogy	" "	.
csempészek	" "	.
üzletel(het)nek	" "	.
benne	""	.
.	"\n"	.

Összeakadtam	" "	.
egy	" "	.
válaszmányi	" "	.
tag	" "	.
(reform)szocialista	" "	.
ismerősömmel	""	.
,	" "	.
aki	" "	.
elmesélte	""	.
,	" "	.
hogy	" "	.
a	" "	.
párt	" "	.
elnöke	""	.
,	" "	.
Horn	" "	.
Gyula	" "	.
előadta	" "	.
a	" "	.
választmánynak	""	.
,	" "	.
hogy	" "	.
meg	" "	p1
kellene	" "	.
próbálni	" "	v1
a	" "	.
kisgazdák	" "	.
helyére	" "	.
bekerülni	" "	.
a	" "	.
kormányba	""	.
.	"\n"	.

Mindemellett	" "	.
történt	" "	.
ilyen	" "	.
a	" "	.
Várban	""	.
,	" "	.
tavaly	""	.
,	" "	.
Napkelte	""	.
,	" "	.
be	" "	p1
fogom	" "	.
szerezni	" "	v1
,	" "	.
csakazértis	""	.
,	" "	.
hogy	" "	.
lásd	""	.
.	"\n"	.

Ehelyett	" "	.
a	" "	.
kormány	" "	.
a	" "	.
90	" "	.
napot	" "	.
meg	" "	p1
nem	" "	.
haladó	" "	v1
táppénzkiadás	" "	.
teljes	" "	.
egészét	" "	.
a	" "	.
munkaadókra	" "	.
terhelné	""	.
.	"\n"	.

Jól	" "	.
ki	" "	p1
kell	" "	.
azt	" "	.
használni	" "	v1
.	"\n"	.

Pontosan	" "	.
meg	" "	p1
tudják	" "	.
mondani	" "	v1
,	" "	.
mire	" "	.
vagyok	" "	.
allergiás	" "	.
-	" "	.
ezt	" "	.
magamtól	" "	.
is	" "	.
tudom	""	.
.	"\n"	.

Gyönyörű	""	.
,	" "	.
lenyűgöző	" "	.
és	" "	.
csodállatos	" "	.
volt	""	.
.	" "	.

El	" "	p1
is	" "	.
késtem	" "	v1
a	" "	.
munkahelyemről	" "	.
:-)	""	.
)	""	.
)	""	.
)	""	.
)	""	.
)	""	.
)	""	.
)	" "	.
Nyomozzuk	" "	v2
már	" "	.
ki	" "	p2
,	" "	.
hogy	" "	.
most	" "	.
minek	" "	.
kell	" "	.
jönnie	""	.
,	" "	.
jó	""	.
?	"\n"	.

Sajnos	" "	.
nagyon	" "	.
sok	" "	.
a	" "	.
vacak	""	.
,	" "	.
mesterségesen	" "	.
savanyított	" "	.
termék	""	.
,	" "	.
de	" "	.
azért	" "	.
rá	" "	p1
lehet	" "	.
akadni	" "	v1
jóra	" "	.
is	""	.
.	"\n"	.

Annyi	" "	.
a	" "	.
megjegyzésem	""	.
,	" "	.
hogy	" "	.
bár	" "	.
szoros	" "	.
a	" "	.
korelláció	" "	.
a	" "	.
polgárosodás	" "	.
és	" "	.
a	" "	.
középosztály	" "	.
között	""	.
,	" "	.
azért	" "	.
nem	" "	.
teljesen	" "	.
ua.	" "	.
A	" "	.
középosztályt	" "	.
is	" "	.
szokták	" "	.
rétegezni	""	.
,	" "	.
az	" "	.
alsó	" "	.
részhez	" "	.
tartoznak	" "	.
azok	""	.
,	" "	.
akik	" "	.
még	" "	.
fenn	" "	p1
tudják	" "	.
tartani	" "	v1
magukat	""	.
,	" "	.
gyerekeiknek	" "	.
is	" "	.
kb.	" "	.
biztosítani	" "	.
tudják	""	.
,	" "	.
hogy	" "	.
hasonló	" "	.
poziciót	" "	.
érjenek	" "	.
el.	" "	.
nyugaton	" "	.
is	" "	.
ide	" "	.
tartozik	" "	.
pl.	" "	.
az	" "	.
ipari	" "	.
szakmunkás	" "	.
réteg	""	.
.	"\n"	.

Sajnos	" "	.
én	" "	.
azt	" "	.
olvastam	" "	.
egy	" "	.
F1-es	" "	.
fórumon	""	.
,	" "	.
hogy	" "	.
Hill	" "	.
annyira	" "	.
elszontyolodott	" "	.
a	" "	.
gyenge	" "	.
előadásán	""	.
,	" "	.
hogy	" "	.
gyakorlatilag	" "	.
azonnal	" "	.
abba	" "	p1
akarja	" "	.
hagyni	" "	v1
.	"\n"	.

Ha	" "	.
VB	" "	.
akar	" "	.
lenni	""	.
,	" "	.
akkor	" "	.
nagyon	" "	.
össze	" "	p1
kell	" "	.
kapnia	" "	v1
magát	""	.
,	" "	.
mert	" "	.
egy-két	" "	.
vezetői	" "	.
vagy	" "	.
boxbeli	" "	.
baki	""	.
,	" "	.
és	" "	.
akár	" "	.
Frentzen	""	.
,	" "	.
Irvine	" "	.
és	" "	.
Coulthard	" "	.
is	" "	.
megelőzheti	""	.
.	"\n"	.

Írod	""	.
:	" "	.
"	" "	.
Tehát	" "	.
ott	" "	.
lehet	" "	.
vita	" "	.
közöttünk	""	.
,	" "	.
hogy	" "	.
jól	" "	.
csinálják	" "	.
-e	""	.
,	" "	.
illetve	" "	.
kellő	" "	.
eréllyel	" "	.
lépnek	" "	v1
-e	" "	.
fel	" "	p1
ellenük	""	.
.	"\n"	.

Egyébként	" "	.
mindkettőjüket	" "	.
sokkolta	" "	.
a	" "	.
bejelentésem	""	.
,	" "	.
hogy	" "	.
én	" "	.
igen	""	.
...	" "	.
és	" "	.
izgatottan	" "	.
várják	""	.
,	" "	.
hogy	" "	.
vajon	" "	.
tényleg	" "	.
nem	" "	.
gondolom	" "	v1
-e	" "	.
meg	" "	p1
.	"\n"	.

:-(	" "	.
Az	" "	.
egyikük	" "	.
át	" "	p3
akarta	" "	.
festeni	" "	v3
a	" "	.
hajam.	"\n"	.
Mert	" "	.
mindez	" "	.
szép	" "	.
(	""	.
még	" "	.
igaz	" "	.
is	" "	.
lehet	""	.
)	""	.
,	" "	.
de	" "	.
azért	" "	.
mégiscsak	" "	.
hozzá	" "	p1
járulhatott	" "	v1
a	" "	.
riport	" "	.
elkészültéhez	" "	.
az	" "	.
is	""	.
,	" "	.
hogy	" "	.
a	" "	.
műsoridőt	" "	.
meg	" "	p2
kell	" "	.
tölteni	" "	v2
,	" "	.
lehetőleg	" "	.
olyasmivel	" "	.
amira	" "	.
a	" "	.
néző	" "	.
felkapja	" "	.
a	" "	.
fejét	""	.
,	" "	.
és	" "	.
jó	" "	.
ha	" "	.
mutatunk	" "	.
is	" "	.
neki	" "	.
valamit	""	.
,	" "	.
hogy	" "	.
ne	" "	.
felejtse	" "	.
el	" "	.
a	" "	.
szemét	" "	.
a	" "	.
képernyőn	" "	.
tartani	""	.
.	"\n"	.

Megadtad	" "	.
a	" "	.
neved	""	.
?	" "	.

Be	" "	p1
ne	" "	.
szarjak	" "	v1
a	" "	.
meghatottságtól	""	.
!	"\n"	.

Jelenleg	" "	.
ha	" "	.
valamit	" "	.
akarsz	" "	.
[	""	.
ez	" "	.
az	" "	.
emberek	" "	.
jelentős	" "	.
része	" "	.
számára	" "	.
hosszab	""	.
,	" "	.
rövidebb	" "	.
kiadványok	""	.
,	" "	.
prezentációk	" "	.
elkészítését	" "	.
jelenti	""	.
]	" "	.
akkor	" "	.
meg	" "	p1
kell	" "	.
vásárolnod	" "	v1
egy	" "	.
monstre	" "	.
szoftvert	" "	.
úgy	" "	.
jó	" "	.
100	" "	.
eFt-ért	""	.
.	"\n"	.

Ez	" "	.
a	" "	.
Normafán	" "	.
túl	" "	.
van	""	.
,	" "	.
át	" "	p1
kell	" "	.
menni	" "	v1
a	" "	.
buszvégállomáson	""	.
,	" "	.
és	" "	.
a	" "	.
behajtani	" "	.
tilos	" "	.
táblától	" "	.
kb.	" "	.
1-2	" "	.
perc	" "	.
kocsival	""	.
.	"\n"	.

Amikor	" "	.
megtértem	" "	.
Isten	" "	.
adott	" "	.
egy	" "	.
olyan	" "	.
hitet	" "	.
nekem	""	.
,	" "	.
hogy	" "	.
100%-ig	" "	.
meg	" "	p1
vagyok	" "	.
győződve	" "	v1
,	" "	.
hogy	" "	.
a	" "	.
Biblia	" "	.
Isten	" "	.
szava	""	.
,	" "	.
és	" "	.
a	" "	.
Szent	" "	.
Szellem	" "	.
által	" "	.
megelevenített	" "	.
Szentírásnak	" "	.
abszolút	" "	.
tekintélye	" "	.
van	""	.
.	"\n"	.

Egyszer	" "	.
egy	" "	.
zsaru	" "	.
éjfél	" "	.
fele	" "	.
alig	" "	.
akarta	" "	.
elhinni	""	.
,	" "	.
hogy	" "	.
be	" "	p1
van	" "	.
téve	" "	v1
a	" "	.
kontaktlencsém	""	.
.	" "	.

El	" "	p2
kellett	" "	.
olvasnom	" "	v2
egy	" "	.
hirdetőtábla	" "	.
szövegét	""	.
.	"\n"	.

Lehet	""	.
,	" "	.
hogy	" "	.
mégis	" "	.
csak	" "	.
be	" "	p1
kéne	" "	.
ruházni	" "	v1
egy	" "	.
Uziba	""	.
?!	"\n"	.

Amikor	" "	.
belekezdett	" "	.
a	" "	.
felgöngyölítősdibe	""	.
,	" "	.
akkor	" "	.
számolnia	" "	.
kellett	" "	.
a	" "	.
következményeivel	""	.
,	" "	.
hogy	" "	.
sokan	" "	.
ki	" "	p1
fognak	" "	.
akadni	" "	v1
miatta	""	.
.	"\n"	.

Samu	" "	.
a	" "	.
jól	" "	.
nevelt	" "	.
Ír	" "	.
szetter	" "	.
be	" "	p1
kászálódott	" "	v1
az	" "	.
ülésre	""	.
,	" "	.
s	" "	.
mint	" "	.
aki	" "	.
1	" "	.
hete	" "	.
nem	" "	.
evett	" "	.
széles	" "	.
nyelvcsapásokkal	" "	.
lenyalta	" "	.
az	" "	.
aznapi	" "	.
bűnjelet	""	.
.	"\n"	.

Szerintem	" "	.
ha	" "	.
így	" "	.
folytatódik	""	.
,	" "	.
lassan	" "	.
az	" "	.
lesz	" "	.
a	" "	.
"	" "	.
jó	" "	.
"	" "	.
flim	" "	.
pl	" "	.
a	" "	.
tévében	""	.
,	" "	.
amelyiket	" "	.
nem	" "	.
szakítja	" "	.
meg	" "	.
reklám	""	.
,	" "	.
s	" "	.
a	" "	.
végén	" "	.
a	" "	.
"	" "	.
sötétig	" "	.
"	" "	.
láthatjuk	" "	.
a	" "	.
kockákat	""	.
,	" "	.
hiszen	" "	.
a	" "	.
jobb	" "	.
film	" "	.
mellé	" "	.
kevesebb	" "	.
reklámot	" "	.
is	" "	.
el	" "	p1
lehet	" "	.
adni	" "	v1
ugyanannyiért	""	.
,	" "	.
mint	" "	.
amennyit	" "	.
a	" "	.
sorozat	" "	.
ötpercenkénti	" "	.
reklámjai	" "	.
hoznak	""	.
.	"\n"	.

De	" "	.
azt	" "	.
is	" "	.
figyeld	" "	.
meg	" "	.
kérlek	""	.
,	" "	.
hogy	" "	.
melyik	" "	.
modja	""	.
,	" "	.
hogy	" "	.
végig	" "	p1
kell	" "	.
vinni	" "	v1
a	" "	.
programot	""	.
,	" "	.
amire	" "	.
(	""	.
a	" "	.
polgároktól	""	.
)	" "	.
felhatalmazást	" "	.
kapott	""	.
!	"\n"	.

Mindegyiket	" "	.
haza	" "	p1
kellene	" "	.
telepíteni	" "	v1
,	" "	.
mindjárt	" "	.
kissebb	" "	.
lenne	" "	.
a	" "	.
pofájuk	""	.
.	"\n"	.

